,gtq8_7,gtq15_6,gtq24_6,gtq25_6,pc.gt2,lpc.gt2,avg.gt2,gtq8.6,gtq15.5,gtq24.5,gtq25.5,pc2.dig,lpc2.dig,Trade,Coop_Clust,Coop_RD,PROD_INN,PROC_INN,Year,Type,Region
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Micro,wielkopolskie
435,1,0,1,1,0.711423288,0.723252654,0.75,1,0,1,1,0.7301065,0.693465178,0,1,1,0,0,2021,Large,?ódzkie
436,1,0,0,0,0.284382182,0.249176002,0.25,1,0,0,0,0.255087634,0.249217175,0,0,1,0,0,2016,Middle,zachodniopomorskie
437,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2021,Small,dolno?l?skie
438,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2019,Micro,kujawsko-pomorskie
439,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2015,Micro,mazowieckie
440,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,1,1,0,1,0,2009,Small,lubelskie
441,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,,Large,mazowieckie
442,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,Micro,lubelskie
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2022,Small,ma?opolskie
444,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2024,Sci,podkarpackie
445,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,Micro,dolno?l?skie
446,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,,Micro,lubelskie
447,0,0,0,1,0.205856032,0.12996948,0.25,1,1,1,0,0.768102993,0.874137928,0,1,0,0,1,2021,Micro,?ódzkie
448,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2024,Micro,opolskie
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,Large,ma?opolskie
450,1,1,1,1,1,1,1,1,0,1,1,0.7301065,0.693465178,1,1,0,0,0,2017,Small,podkarpackie
451,0,0,1,0,0.221185074,0.344107172,0.25,0,1,1,1,0.744912366,0.750782825,0,1,0,0,1,2021,BusEnv,mazowieckie
452,0,0,0,0,0,0,0,0,1,1,0,0.513015359,0.624920753,0,1,1,1,0,2019,Micro,ma?opolskie
453,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,0,0.768102993,0.874137928,0,0,1,1,0,2023,Small,mazowieckie
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Small,podkarpackie
455,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2017,Small,podlaskie
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,Middle,?ódzkie
457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019,Middle,wielkopolskie
458,0,0,0,1,0.205856032,0.12996948,0.25,1,0,1,1,0.7301065,0.693465178,1,1,1,1,0,2023,Micro,mazowieckie
459,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,,Micro,podlaskie
460,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Other,mazowieckie
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Small,wielkopolskie
462,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,1,1,0,0,1,2021,Small,?l?skie
463,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,0,0,1,2018,Micro,podlaskie
464,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,0,1,1,2024,Large,warmi?sko-mazurskie
465,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2018,Micro,zachodniopomorskie
466,1,1,0,1,0.778814926,0.655892828,0.75,1,1,0,1,0.756878141,0.681614069,0,1,0,0,1,2015,Sci,podkarpackie
467,0,0,0,1,0.205856032,0.12996948,0.25,0,1,1,1,0.744912366,0.750782825,0,1,0,0,0,2015,Small,mazowieckie
468,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2011,Sci,zachodniopomorskie
469,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2014,Middle,ma?opolskie
470,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2014,Micro,mazowieckie
471,1,0,1,1,0.711423288,0.723252654,0.75,0,1,1,1,0.744912366,0.750782825,1,1,1,1,1,2024,Micro,mazowieckie
472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2019,Micro,pomorskie
473,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,1,1,0,0,0,2017,Middle,ma?opolskie
474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019,Middle,warmi?sko-mazurskie
475,0,1,1,1,0.715617818,0.750823998,0.75,0,0,0,0,0,0,0,0,1,0,1,,Micro,wielkopolskie
476,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,1,1,0,0,1,2019,Large,?l?skie
477,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2021,Micro,mazowieckie
478,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Middle,pomorskie
479,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,,Micro,pomorskie
480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2005,Middle,podlaskie
481,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2024,Micro,?ódzkie
482,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,1,1,2023,Small,mazowieckie
483,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,0,0,0,1,1,2021,Small,lubuskie
484,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2016,Small,podkarpackie
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Small,wielkopolskie
486,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2020,Micro,dolno?l?skie
487,1,1,1,1,1,1,1,0,0,0,1,0.231897007,0.125862072,1,1,1,1,1,2012,Small,dolno?l?skie
488,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2018,BusEnv,wielkopolskie
489,1,1,1,1,1,1,1,0,1,1,1,0.744912366,0.750782825,0,1,1,1,0,2011,Micro,ma?opolskie
490,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2012,Small,lubelskie
491,1,0,0,0,0.284382182,0.249176002,0.25,0,0,0,0,0,0,0,1,1,0,0,2020,Small,mazowieckie
492,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2023,Micro,lubelskie
493,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2023,Micro,mazowieckie
494,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2020,Small,podlaskie
495,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,0,0,0,0,1,0,1,0,2015,Other,dolno?l?skie
496,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,1,1,1,1,1,2023,Micro,ma?opolskie
497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2023,Middle,ma?opolskie
498,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,0,1,0,1,1,2023,Large,podlaskie
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BusEnv,pomorskie
500,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,1,,LocGov,dolno?l?skie
501,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2023,Sci,podkarpackie
502,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2019,Middle,warmi?sko-mazurskie
503,0,1,0,1,0.494432744,0.406716826,0.5,0,0,0,1,0.231897007,0.125862072,0,1,1,0,0,2021,Micro,mazowieckie
504,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,0,0,0,0,1,1,0,0,2013,Small,podkarpackie
505,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2018,Sci,pomorskie
506,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2019,Large,?ódzkie
507,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,2025,Micro,lubelskie
508,0,0,1,0,0.221185074,0.344107172,0.25,1,1,1,1,1,1,1,1,1,1,1,2008,Small,zachodniopomorskie
509,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,1,1,2021,Micro,dolno?l?skie
510,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,Micro,?ódzkie
511,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2023,Micro,podlaskie
512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2022,Micro,?l?skie
513,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2002,Middle,podkarpackie
514,0,0,1,0,0.221185074,0.344107172,0.25,1,1,1,1,1,1,1,1,0,1,1,2023,Micro,mazowieckie
515,1,0,1,1,0.711423288,0.723252654,0.75,1,0,1,1,0.7301065,0.693465178,0,1,0,0,1,2013,Large,?l?skie
516,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,1,1,0,0,0,2023,Micro,mazowieckie
517,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2022,Micro,wielkopolskie
518,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,0,0,0,0,0,2021,Small,lubuskie
519,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,1,2023,Middle,mazowieckie
520,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,1,1,1,2018,Micro,mazowieckie
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Micro,mazowieckie
522,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,2020,Micro,podkarpackie
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,Small,dolno?l?skie
524,0,0,1,0,0.221185074,0.344107172,0.25,1,1,1,0,0.768102993,0.874137928,0,1,0,0,0,2024,Sci,podkarpackie
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,Large,podlaskie
526,0,0,0,1,0.205856032,0.12996948,0.25,0,1,1,1,0.744912366,0.750782825,0,1,0,0,0,2016,Large,podkarpackie
527,1,0,0,1,0.490238214,0.379145482,0.5,0,0,1,1,0.475018866,0.444248003,1,1,1,1,1,2014,Middle,podlaskie
528,1,1,1,1,1,1,1,0,1,1,1,0.744912366,0.750782825,1,1,1,0,1,2019,Small,pomorskie
529,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2021,Micro,lubuskie
530,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,1,1,1,1,0,2023,Micro,mazowieckie
531,0,0,0,0,0,0,0,1,0,1,1,0.7301065,0.693465178,0,1,0,0,0,2021,Small,?ódzkie
532,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,1,0,2014,Small,wielkopolskie
533,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,1,1,0,1,0,2022,Middle,?ódzkie
534,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2019,Middle,podkarpackie
535,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Middle,wielkopolskie
536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2023,Large,wielkopolskie
537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,Middle,?l?skie
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Micro,podlaskie
539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2018,Small,dolno?l?skie
540,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,1,1,0,2022,Micro,mazowieckie
541,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2018,LocGov,?wi?tokrzyskie
542,1,0,1,0,0.505567256,0.593283174,0.5,0,0,1,0,0.243121859,0.318385931,0,1,1,0,0,,Micro,
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,Middle,lubelskie
544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2021,Middle,mazowieckie
545,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,0,1,1,2021,Micro,lubelskie
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,Small,lubelskie
547,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2022,Middle,ma?opolskie
548,1,0,1,1,0.711423288,0.723252654,0.75,1,0,1,1,0.7301065,0.693465178,0,1,1,0,0,2012,Sci,pomorskie
549,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,0,0,0,2021,Middle,podlaskie
550,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Middle,?l?skie
551,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,1,1,1,1,1,2022,Small,mazowieckie
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,Small,?ódzkie
553,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,1,0,0,2022,Large,warmi?sko-mazurskie
554,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,0,0,1,0,,BusEnv,wielkopolskie
555,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,0,0,0,1,2009,LocGov,pomorskie
556,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2021,Micro,kujawsko-pomorskie
557,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2020,Micro,wielkopolskie
558,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2016,Micro,mazowieckie
559,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,1,0,0,1,2022,Small,?ódzkie
560,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2021,Middle,mazowieckie
561,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,1,1,1,,Micro,
562,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2019,Small,podlaskie
563,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2021,Micro,mazowieckie
564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2017,Micro,ma?opolskie
565,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2018,Small,mazowieckie
566,1,0,1,1,0.711423288,0.723252654,0.75,1,0,1,1,0.7301065,0.693465178,0,1,0,0,0,2016,Middle,?l?skie
567,0,0,1,0,0.221185074,0.344107172,0.25,1,0,1,1,0.7301065,0.693465178,0,1,0,0,1,2014,LocGov,podkarpackie
568,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,1,1,0,1,1,2024,Middle,wielkopolskie
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,BusEnv,podkarpackie
570,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,,Micro,wielkopolskie
571,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2022,None,dolno?l?skie
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Micro,wielkopolskie
573,0,1,0,1,0.494432744,0.406716826,0.5,1,1,0,1,0.756878141,0.681614069,0,1,0,1,0,,Large,dolno?l?skie
574,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2015,Micro,podlaskie
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2007,Middle,dolno?l?skie
576,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,1,1,2006,Middle,kujawsko-pomorskie
577,0,0,0,1,0.205856032,0.12996948,0.25,1,1,1,1,1,1,1,1,0,0,1,2021,Micro,mazowieckie
578,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,1,0,0,0,0,2017,Small,lubelskie
579,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2017,Micro,lubelskie
580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,Large,mazowieckie
581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2009,Middle,zachodniopomorskie
582,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2012,Micro,ma?opolskie
583,0,0,0,1,0.205856032,0.12996948,0.25,0,1,1,1,0.744912366,0.750782825,0,1,1,0,0,2020,Micro,?l?skie
584,1,0,1,1,0.711423288,0.723252654,0.75,0,1,1,1,0.744912366,0.750782825,0,0,0,1,1,2024,Micro,?wi?tokrzyskie
585,0,1,0,1,0.494432744,0.406716826,0.5,0,1,1,1,0.744912366,0.750782825,0,1,0,1,1,2018,Middle,warmi?sko-mazurskie
586,0,0,1,0,0.221185074,0.344107172,0.25,0,1,0,1,0.501790507,0.432396894,0,1,0,0,0,2024,Small,podkarpackie
587,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,0,1,0,1,0,2017,Small,podlaskie
588,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2018,Middle,mazowieckie
589,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2012,Sci,?ódzkie
590,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2020,Small,kujawsko-pomorskie
591,0,0,0,0,0,0,0,1,0,0,1,0.486984641,0.375079247,0,1,1,0,0,2020,Micro,zachodniopomorskie
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Micro,pomorskie
593,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2015,Sci,dolno?l?skie
594,1,1,1,1,1,1,1,1,0,1,1,0.7301065,0.693465178,0,1,1,1,0,2015,Micro,podkarpackie
595,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,0,0,0,0,0,1,0,0,2016,Middle,pomorskie
596,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,0,1,0,0,2021,Micro,mazowieckie
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,Micro,mazowieckie
598,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,0,0,0,2019,Sci,dolno?l?skie
599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2011,Small,zachodniopomorskie
600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2022,Micro,?l?skie
601,0,1,1,1,0.715617818,0.750823998,0.75,1,1,1,1,1,1,0,1,0,0,0,2020,Micro,dolno?l?skie
602,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2021,Micro,ma?opolskie
603,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2024,Large,kujawsko-pomorskie
604,1,0,1,0,0.505567256,0.593283174,0.5,1,0,1,0,0.498209493,0.567603106,0,0,0,0,0,2022,Small,zachodniopomorskie
605,0,1,0,1,0.494432744,0.406716826,0.5,0,1,0,1,0.501790507,0.432396894,1,1,0,1,1,2024,Small,ma?opolskie
606,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,0,0,0,2009,Middle,lubelskie
607,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2022,Small,?l?skie
608,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,0,2016,Middle,mazowieckie
609,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,0,0,1,0,2019,Middle,lubelskie
610,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,0,0,0,1,1,0,0,0,2022,Micro,wielkopolskie
611,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,1,1,1,1,0,2023,Micro,mazowieckie
612,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,1,1,1,1,1,0,0,1,2010,Middle,?l?skie
613,0,1,1,1,0.715617818,0.750823998,0.75,0,1,0,1,0.501790507,0.432396894,1,1,0,1,0,2019,Micro,ma?opolskie
614,1,1,1,1,1,1,1,0,1,1,1,0.744912366,0.750782825,0,1,1,1,1,,Micro,mazowieckie
615,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,1,1,1,0,1,1,0,1,2020,Middle,?l?skie
616,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,1,1,1,1,2016,Small,mazowieckie
617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2019,Small,?l?skie
618,0,0,0,0,0,0,0,1,0,1,1,0.7301065,0.693465178,0,1,1,1,0,2022,Micro,mazowieckie
619,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2021,Sci,mazowieckie
620,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,1,1,0,0,0,,Small,kujawsko-pomorskie
621,1,1,1,1,1,1,1,1,0,1,1,0.7301065,0.693465178,1,1,0,1,1,2012,Small,dolno?l?skie
622,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2017,Micro,?l?skie
623,0,0,1,0,0.221185074,0.344107172,0.25,1,0,1,1,0.7301065,0.693465178,1,1,0,0,1,2023,Micro,mazowieckie
624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2021,Small,zachodniopomorskie
625,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2025,Middle,dolno?l?skie
626,1,1,1,1,1,1,1,0,0,0,1,0.231897007,0.125862072,0,1,1,1,0,2016,Small,mazowieckie
627,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,Micro,podkarpackie
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012,Middle,podlaskie
629,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2023,Micro,lubelskie
630,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Middle,mazowieckie
631,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,1,1,1,0,0,2022,Small,?l?skie
632,1,1,1,0,0.794143968,0.87003052,0.75,1,1,1,0,0.768102993,0.874137928,1,1,1,1,1,2018,Other,podkarpackie
633,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2023,Micro,mazowieckie
634,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2024,Micro,lubuskie
635,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,1,2021,Micro,ma?opolskie
636,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2019,Large,podlaskie
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Other,dolno?l?skie
638,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,,Micro,pomorskie
639,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,1,1,1,0,0,2004,Large,wielkopolskie
640,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,,Micro,wielkopolskie
641,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2019,Large,zachodniopomorskie
642,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2019,Middle,lubelskie
643,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2022,Middle,ma?opolskie
644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,Micro,pomorskie
645,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2002,Micro,zachodniopomorskie
646,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,1,0,0,0,0,2021,Middle,mazowieckie
647,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2023,Small,wielkopolskie
648,1,1,0,1,0.778814926,0.655892828,0.75,1,1,0,0,0.524981134,0.555751997,0,1,0,0,1,2024,Middle,lubelskie
649,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2014,Middle,lubelskie
650,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,Micro,dolno?l?skie
651,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,1,1,1,2018,Micro,mazowieckie
652,1,1,1,1,1,1,1,1,0,1,1,0.7301065,0.693465178,1,1,1,1,1,2019,Small,opolskie
